#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.116   -20.318  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.638
   0.097   -20.329  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.638
   0.077   -20.338  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.058   -20.345  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.039   -20.350  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.019   -20.353  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.000   -20.354  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
#Band-index    5
   0.000   -18.988  0.594  0.030  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.647
   0.019   -19.017  0.592  0.030  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.655
   0.039   -19.071  0.598  0.020  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.658
   0.058   -19.132  0.600  0.018  0.000  0.042  0.000  0.000  0.000  0.000  0.000  0.646
   0.077   -19.195  0.600  0.016  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.652
   0.097   -19.258  0.612  0.012  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.652
   0.116   -19.320  0.610  0.010  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.652
   0.135   -19.381  0.612  0.008  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.646
   0.155   -19.441  0.612  0.006  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.652
   0.174   -19.499  0.610  0.002  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.650
   0.193   -19.556  0.616  0.000  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.652
   0.213   -19.610  0.620  0.000  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.646
   0.232   -19.663  0.618  0.000  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.646
   0.251   -19.713  0.622  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.644
   0.271   -19.761  0.618  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.648
   0.290   -19.807  0.618  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.648
   0.309   -19.850  0.628  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.644
